name,address,ratings,price,image_url,Location
New Orient Hotel Danang,"20 Dong Da, Thuan Phuoc, Hai Chau, Da Nang",4.4,1400000,https://lh3.googleusercontent.com/p/AF1QipNcQmvoQIOZJu2DdW4eQacNVbwlLAWknPfr1HIy=w447-h298-k-no,Da Nang
Mandila Beach Hotel,"218 Vo Nguyen Giap, An Hai, Son Tra, Da Nang",4.5,1550000,https://lh3.googleusercontent.com/p/AF1QipOjma9gsci6h9QoxPT7Pakj0dmidkP8trK-C_fV=w238-h298-k-no,Da Nang
Avatar Hotel Da Nang,"02 An Thuong 2, Bac My Phu, Ngu Hanh Son, Da Nang",4.7,1350000,https://lh3.googleusercontent.com/p/AF1QipMIKv_tFAZQPPEHsKzV72f1urRtJQb2pDep6BzV=w224-h302-k-no,Da Nang
Dalat Boutique PNP Hotel,"14 Huynh Thuc Khang St., Ward 4, Da Lat, Lam Dong",4.6,950000,https://lh3.googleusercontent.com/p/AF1QipPbPxVm_aZsVjJBRP_ZkwpNia0QDtHoRxJ_c5qo=w446-h298-k-no,Da Lat
Hana Dalat Hotel,"53-55 Ba Thang Hai, Ward 1, Da Lat, Lam Dong",4.7,1100000,https://lh3.googleusercontent.com/p/AF1QipM-AG-95Gexg5A5nmIQc5Oz7Vo-QMxFTG1n7fNm=w224-h304-k-no,Da Lat
MerPerle Dalat Hotel,"1 Hung Vuong St., Ward 10, Da Lat, Lam Dong",4.9,1800000,https://lh3.googleusercontent.com/p/AF1QipN_0tW7daZ3PNWIyB1-hufAcP6lduWkvkj_-RHy=w355-h298-k-no,Da Lat
Dalat Palace Hotel,"2 Tran Phu St., Xuan Huong Ward, Da Lat, Lam Dong",4.5,2500000,https://lh3.googleusercontent.com/p/AF1QipMA3dmc6SrKjg4gaj2rErnBn8xtc4pYDK549R17=w530-h298-k-no,Da Lat
TTC Hotel Premium ,"4 Nguyen Thi Minh Khai St., Ward 1, Da Lat, Lam Dong",4.1,1300000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxygBn8stA2EkttavSMkU3Ih3NSdg_QjZRLKiCvyxVcspDmlwWQEDxl8X9cwyVDwnces9InLa8SPmnrcrsj8s2umLqEohV8Y7vHT038sr2yy3MQa77xJkqeRXWw0Uelcnmng9R9Sw=w440-h298-k-no,Da Lat
Tigon Dalat Hostel,"13 Khoi Nghia Bac Son St., Ward 10, Da Lat, Lam Dong",4.3,350000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNvEjsK-ObjAqhegrAQcKUX2PRBP84kAlVCsz0M5BwlznFbNEBPyMxa5eKiNyK8MdyeeaS18Nngb2xAoo-aP2pQh6G5VqX1sv13hel02kHd0PYgdKk97Ml13GAdOIddGQYP3kV=w397-h298-k-no,Da Lat
Hotel Colline,"10 Phan Boi Chau, Xuan Huong, Da Lat, Lam Dong",4.3,1200000,https://lh3.googleusercontent.com/p/AF1QipPkHtxgLMCUZUL-WXlgXM8r_Y4aGi0JBnGvkwQt=w447-h298-k-no,Da Lat
Dalat Peach Valley Hotel,"26k Yersin, Ward 10, Da Lat, Lam Dong",4.9,1600000,https://lh3.googleusercontent.com/p/AF1QipNkimpT-Xmif3PwY-wMb8LU9r-iszTxUVi0Xl1J=w224-h298-k-no,Da Lat
The Lake House Dalat,"Ward 3, Da Lat, Lam Dong",4.5,1400000,https://lh3.googleusercontent.com/p/AF1QipMLgGzgPEmqHWRpcroNgDGY_6NXpAKsOF0XjNX3=w397-h298-k-no,Da Lat
Muong Thanh Holiday Dalat Hotel,"42 Phan Boi Chau, Ward 1, Da Lat, Lam Dong",4.1,1500000,https://lh3.googleusercontent.com/p/AF1QipOcXlYw2ee0eDPj9jmp6Xtuy-f08A4Tx3i5leyB=w447-h298-k-no,Da Lat
Terracotta Hotel & Resort Dalat,"Functional Zone 7.9 Tuyen Lam Lake Tourist Area, Ward 3, Da Lat, Lam Dong",4.3,2000000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmtRGDl1Ab1ZyQjqUFYqGtw3bgcbMCU3P1hlkd8DwLJJldAImlyWjuZ017AnnalezPDvhddJwrkjt2wuaegFwJ2D2cDOQDh8UM70P3fJB7KmS2oPEj_T0m0KrhUthQCkBd-wc92w=w397-h298-k-no,Da Lat
Mercure Dalat Resort,"03 Nguyen Du, Lam Vien Ward, Da Lat, Lam Dong",4.6,2200000,https://lh3.googleusercontent.com/p/AF1QipOI4r8TpJBJNFjWiyd__McAC5f020BYMbA0IAkK=w541-h298-k-no,Da Lat
Zen Valley Dalat,"38 Khe Sanh, Ward 10, Da Lat, Lam Dong",4.5,1350000,https://lh3.googleusercontent.com/p/AF1QipPGzi-AaQKozaj8Sz351_v6tIF8pHvTOnSs9SXj=w396-h298-k-no,Da Lat
Kings Hotel Dalat,"No. 10 Bui Thi Xuan St., Ward 2, Da Lat, Lam Dong",3.8,850000,https://lh3.googleusercontent.com/p/AF1QipOuR41gxYHmFwGy22FD8iqpMCM1-WvR_yTK6WxX=w447-h298-k-no,Da Lat
The Palette Dalat,"E49 Pham Hong Thai St., Da Lat City, Lam Dong",4.8,1250000,https://lh3.googleusercontent.com/p/AF1QipPkzAgimkkrn1EN1EUBn-bfkGpb1v7FKSINApcl=w224-h322-k-no,Da Lat
The Luxe Hotel Da Lat,"17 Ba Thang Tu, Xuan Huong Ward, Da Lat, Lam Dong",4.2,1400000,https://lh3.googleusercontent.com/p/AF1QipPHwUX0wE3mijXaO-aclti1Hd0LG-ywYcmdS884=w529-h298-k-no,Da Lat
Golf Valley Hotel,"94 Bui Thi Xuan St., Xuan Huong Ward, Da Lat, Lam Dong",4.4,1500000,https://lh3.googleusercontent.com/p/AF1QipMd84gC3Fv-jABq3UHn1_QjMEkECc1WEtWy0UsS=w447-h298-k-no,Da Lat
Dalat Edensee Lake Resort & Spa,"Tuyen Lam Lake, Zone VII.2, Ward 4, Lam Dong",4.4,2100000,https://lh3.googleusercontent.com/p/AF1QipOTk65ojDLNviXFn4XaoQI7Cte27e_mM3zlmhxz=w397-h298-k-no,Da Lat
Iris Dalat Hotel,"20 Phan Nhu Thach, Ward 1, Da Lat, Lam Dong",4.1,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFppV-wRkVVHgNJQTJM7ozQmzitaOhMmeDTpV2e5FW6EILAnznWoCnt3RyrAntdlIcwajrUPdHlnaI4zoY4_p0z12tPf4rckNtKaW6lzjbHANv5SKIbSNfquTtQ2vYnP8uovz-=w446-h298-k-no,Da Lat
Dalat Wonder Resort,"19 Hoa Hong St., Tuyen Lam Lake Tourist Area, Da Lat, Lam Dong",4.5,1800000,https://lh3.googleusercontent.com/p/AF1QipNu0zN8jxHBj15PO6VSj0uK6PG3Wv6CkLpMIUiv=w298-h298-k-no,Da Lat
Ana Mandara Villas Dalat Resort & Spa,"2 Le Lai St., Ward 5, Da Lat, Lam Dong",4.5,2800000,https://lh3.googleusercontent.com/p/AF1QipPo89B6-Msl6Sr5p4Z3ZjARJpYay8rDosjVAc01=w501-h298-k-no,Da Lat
DeLaSol Villa Da Lat,"91 Hung Vuong St., Ward 11, Da Lat, Lam Dong",4.5,1300000,https://lh3.googleusercontent.com/p/AF1QipPvWgAroGtRD8g-gmiZYAkGNPaVBiOySSMii7aJ=w224-h335-k-no,Da Lat
De Ma'at Hotel,"33-35 Nam Ky Khoi Nghia, Ward 1, Da Lat, Lam Dong",4.3,1000000,https://lh3.googleusercontent.com/p/AF1QipOliLjuk5H4A9MVP8cBHO86XFFh2IaN-9bb0B20=w528-h298-k-no,Da Lat
D House Dalat 2,"No. 53, An Son Villa Area, Da Lat City, Lam Dong",4.6,1450000,https://lh3.googleusercontent.com/p/AF1QipOSGVM8WkjQp57WUX5swpMT1h3luOs5Bw6ZFCFr=w447-h298-k-no,Da Lat
Saphir Da Lat Hotel,"22-24 Phan Nhu Thach, Ward 1, Da Lat, Lam Dong",3.9,900000,https://lh3.googleusercontent.com/p/AF1QipM9zCMhslQYGkg33kJ6XcaEz4tbE9gymgXe8apO=w446-h298-k-no,Da Lat
Le Recit Boutique Hotel de Dalat,"117 Bui Thi Xuan St., Ward 2, Da Lat, Lam Dong",4.4,1200000,https://lh3.googleusercontent.com/p/AF1QipPBg7l4TaNyicr3f3sYBPfhsFwQ-GlHHdWdYS0G=w224-h335-k-no,Da Lat
Du Parc Hotel Dalat,"15 Tran Phu St., Xuan Huong Ward, Da Lat, Lam Dong",4,1600000,https://lh3.googleusercontent.com/p/AF1QipN9gLO3RI5HGerCr_-WjAysCgOhJT7NGOpuJ3Y2=w446-h298-k-no,Da Lat
Roha Hotel,"1/4 Yersin, Ward 10, Da Lat, Lam Dong",3.9,750000,https://lh3.googleusercontent.com/p/AF1QipPeTUjfqltlRATerEM6UHZotrpIKt0zUUGopm1U=w224-h302-k-no,Da Lat
Artis Hotel Dalat,"11 Hoang Dieu St., Ward 5, Da Lat, Lam Dong",4.4,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGvEkrKF1fbFGqLzq-R9KWW5FDjEH9oVpKMlkhr-fWCVjFWJKn3H3AC8c8JtD_RLaQJJZDbXGc-p3L5LfDwCpKyspgd0O8IFZo6AZ3mAYStutueaC9xjcQo7ZJIRx-sVRsLnJy=w224-h298-k-no,Da Lat
Dalat Stream Hotel,"Yen Binh/07 Dang Thuy Tram, Ward 4, Da Lat, Lam Dong",4.9,1350000,https://lh3.googleusercontent.com/p/AF1QipO9ioukX-DzdHLN8mIlLS5cyiqLeMv11AuF61RI=w397-h298-k-no,Da Lat
Ladalat Hotel,"106A Mai Anh Dao St., Ward 8, Da Lat, Lam Dong",4.4,1250000,https://lh3.googleusercontent.com/p/AF1QipOWpMve-ZKyYdl4mvUjCKGWNjHWKElGQJ2ubRYK=w529-h298-k-no,Da Lat
Sammy Hotel,"1 Le Hong Phong, Ward 4, Da Lat, Lam Dong",4.2,950000,https://lh3.googleusercontent.com/p/AF1QipPgbv4UtFs6qbbmgsU0uS23raNIac9In9Ya8xtV=w447-h298-k-no,Da Lat
Hotel Du Lys,"14 Nam Ky Khoi Nghia, Xuan Huong Ward, Da Lat, Lam Dong",4.3,1050000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoTTy7bS7n5QGA80-f-COjxUSj0pDTduPtUUCe7credrC4jC0bc1kvbSIuHg05OsZyUJrJkdPE3euX43NiRWTlHYkgqfdqlk-y3PqJmK9Sh1GBiksi-Vbg5SoT6NRno9PWYgccKw=w523-h298-k-no,Da Lat
River Prince Hotel Dalat,"145 Phan Dinh Phung, Ward 2, Da Lat, Lam Dong",3.8,850000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxssrSjsN-nXp0gvqv8fGIrU-0m-hS4ke-cRXIKeYrlFV2TJY-lFKe2ly1bothJCdtFogzqewFc3paKrCuwaeJsXRowalkICbqImtMYINH25Z6NzfpsnXjyKA9cbciJXedre5k=w397-h298-k-no,Da Lat
New Life Hotel Da Lat,"6 Dong Da St., Ward 3, Da Lat, Lam Dong",4.3,950000,https://lh3.googleusercontent.com/p/AF1QipPOi7eVS-u6veIKncaMPcR7Oeu_olyNV-XSV8iE=w224-h298-k-no,Da Lat
Le Marais Da Lat,"49/7 Pham Hong Thai St., Ward 10, Da Lat, Lam Dong",4.2,1100000,https://lh3.googleusercontent.com/p/AF1QipMQoHTYGs2md3UOdPqG0uh8P_I1_xuQ7y0Z5-jt=w849-h298-k-no,Da Lat
Hotel Roy Dala,"10A Nam Ky Khoi Nghia, Ward 1, Da Lat, Lam Dong",4.4,1000000,https://lh3.googleusercontent.com/p/AF1QipPBJRbWQQG1D01WRFQgPc0wWsHdiqL6mv3sZl1I=w224-h381-k-no,Da Lat
Osaka Village Dalat,"62 Dong Da St., Ward 3, Da Lat, Lam Dong",4.2,900000,https://lh3.googleusercontent.com/p/AF1QipNLTj9nq3qdDejX0DCphTKnQQrdr7mOffjaqf0X=w504-h298-k-no,Da Lat
Mega View Homestay,"24 Cau May Alley, Sapa Town, Sapa, Lao Cai",4.9,600000,https://lh3.googleusercontent.com/p/AF1QipMBBfrk7jT215xebpDX_aKKRDYqIrIzk9QKVmdX=w447-h298-k-no,SaPa
DeLaSol Sapa Hotel ,"16 Muong Hoa St., Sapa Town, Sapa, Lao Cai",4.5,1100000,https://lh3.googleusercontent.com/p/AF1QipN8MsjHqS8IA-AU7Rashyx-_wH-K2z61cq_AJQr=w447-h298-k-no,SaPa
Pao's Sapa Leisure Hotel,"Cau May 1 Residential Group, Sapa, Lao Cai",4.5,1300000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTPFn9HXO3cIgaOEoYWHRFg-RWRO_9XzEkxrNF-DzGTBsgl-LDL4iocvujSL6zcxq_g7J4qmolJfHP1dTXSdtORj0Y7bBZWqBXTpAWKUigAlkNRBukKriSDOfuuPizuVMVEUUv=w397-h298-k-no,SaPa
Hotel de la Coupole Sapa ,"1 Hoang Lien St., Sapa District, Lao Cai Province",4.9,2500000,https://lh3.googleusercontent.com/p/AF1QipOL3wUi8WEy7KDXp7N5zmakWmsoKpbhvQHPgQi9=w446-h298-k-no,SaPa
Silk Path Grand Sapa Resort & Spa,"Doi Quan 6, Group 5, Sapa, Lao Cai",4.7,2200000,https://lh3.googleusercontent.com/p/AF1QipO9WENeJaBuPBOfSVbZar73jIQgz9JIJMMqRKBf=w447-h298-k-no,SaPa
Lady Hill Sapa Resort,"Nguyen Chi Thanh, Group 4, Sapa, Lao Cai",4.5,1800000,https://lh3.googleusercontent.com/p/AF1QipMk0h7shR23vUAmxNTKvrts9WOMxGKlLAzc2isP=w397-h298-k-no,SaPa
Hotels Sapa,"Ngu Chi Son, Sapa, Lao Cai",3.5,800000,https://lh3.googleusercontent.com/p/AF1QipPVrhg1plozSxMBndnILa8OhpLXbeT5uwajXUi2=w447-h298-k-no,SaPa
Pistachio Hotel Sapa,"Group 5 Thac Bac St., Sapa Town, Sapa, Lao Cai",4.5,1400000,https://lh3.googleusercontent.com/p/AF1QipOvpb3U_EBS228J6DHww-kE9tZg6PFWb0MdtJNL=w530-h298-k-no,SaPa
Bamboo Sapa Hotel,"18 Muong Hoa, Sapa Town, Sapa, Lao Cai",4.4,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfA0w75rk_39080glUG6HPynzzl9gJSPjBBi80lNNSJG8tduJaY9QzuHRyJjf0Fyr_IbPm3uoWvDYr9jERNlLc5Lg0zX-MmfAX9RYyC2ixZ92L8VZp3BNJ7_G1gqvt8lRD31uIHQ=w397-h298-k-no,SaPa
Sapa Centre Hotel,"10-12 Cau May St., 12a Cau May Alley, Sapa Town, Sapa, Lao Cai",4.7,1200000,https://lh3.googleusercontent.com/p/AF1QipMsLPHUmZgeb1pehtTWXOG0C-F68OesncXRW4pB=w397-h298-k-no,SaPa
Amazing Hotel Sapa,"23 Dong Loi St., Sapa Town, Sapa, Lao Cai",4.4,1000000,https://lh3.googleusercontent.com/p/AF1QipO4EeqC7f7C1LjIkxofLAGTfapVwxsfHAnjLWus=w446-h298-k-no,SaPa
Sapa Pine Hill Eco Lodge Resort,"05 Hoang Dieu, Sapa Town, Sapa, Lao Cai",4.9,1700000,https://lh3.googleusercontent.com/p/AF1QipPs30GvpB2rjI_Xdv4RdSVU7Xl4hZTbrM2wlBkv=w446-h298-k-no,SaPa
Catcathills Resort & Spa,"086 Fansipan, San Sa Ho, Sapa, Lao Cai",4.6,2000000,https://lh3.googleusercontent.com/p/AF1QipMd-kYB-l5Z8LxuNcouAX6ca69uRwkhWXYfBtlO=w397-h298-k-no,SaPa
Chau Long Sapa Hotel,"Dong Loi St./24 Cau May St., Sapa, Lao Cai",4.6,1150000,https://lh3.googleusercontent.com/p/AF1QipMQyebX2OdZ_1n_Je7oIwSGBsRJEJOvn_FNBjsy=w472-h298-k-no,SaPa
Muong Hoa View Hotel,"038A Muong Hoa Road, Sapa, Lao Cai",4.5,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqF_LZL9LqFaHYIgreoDjFn2AjhX-2rZ_tSiEOGcGohmOt373La8X6IIi1bNsVIGGzd9PpuBwpqXpDWGcklYxeVHUGDCh5iBpjdG2e_AIziGtUU1pnIGPCuzAH3i4uiQSyCs2j9Q=w397-h298-k-no,SaPa
Sapa Hills Hotel,"035 Muong Hoa, Sapa Town, Sapa, Lao Cai",4.3,950000,https://lh3.googleusercontent.com/p/AF1QipPQhBEojlh_axnDoAMhU-Y1ecAQbWyjYn8le9z6=w397-h298-k-no,SaPa
Sapa Mountain Queen House,"018 Xuan Ho, Sapa Town, Sapa, Lao Cai",4.8,850000,https://lh3.googleusercontent.com/p/AF1QipOp1jPbGdrRf7RIqtrijbuF_tlkxaEmehyjc4Ko=w397-h298-k-no,SaPa
Sapa Panorama Hotel,"10 Hoang Dieu, Sapa Town, Sapa, Lao Cai",4.1,1000000,https://lh3.googleusercontent.com/p/AF1QipP_9imUJR7VkW9H0rgQNvOkogrjCtP_0govsItF=w346-h298-k-no,SaPa
Hotel Cat Cat Galerie d'Art,"46 Fansipan, Sapa Town, Sapa, Lao Cai",4.6,1300000,https://lh3.googleusercontent.com/p/AF1QipONL00vKkddNaNn4gSNmF9ikzs5wOkoYXN0Vc0F=w530-h298-k-no,SaPa
Hotel Sapa Green & Spa Sapa,"02 Hoang Lien, Sapa Town, Sapa, Lao Cai",4.7,1250000,https://lh3.googleusercontent.com/p/AF1QipPRxHDgwJ5yVHSZsmjXiPQ2HkH8EXIzlMPLPaDw=w224-h335-k-no,SaPa
Sapa Clay House,"Lao Chai, Sapa, Lao Cai",4.4,900000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYAlgrLoAtnUkDy9jqYC3AYOtOFKeNuGjDrexMCSWROBAuNyKAyCunIjjs0MNnrZmYuHp-gkC0SL6_ebYlPL5y5Upc9JwYSrOY7E5DrhMFLKOEXsA9cjbMzWuWQSy_wbwncQc=w397-h298-k-no,SaPa
Aliana Boutique Sapa Hotel & Spa,"No. 30 Hoang Lien St., Sapa, Lao Cai",4.7,1400000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQuv7ZDy75kyIz_w13yJh-pQQg7Z5ixoNUs3KoBxqHMRIWdBGQaNqcH7GLk4INIjUt5Z_RQc2CR0DWHT9ByRfjHthT5FVvhRPbOSgNlKgVi3Ziz85aNUmZ6OToP4L3mto6PEUE0Q=w397-h298-k-no,SaPa
Nesta Hotel ,"9C Tran Phu St., Cai Khe, Ninh Kieu, Can Tho",4.3,1100000,https://lh3.googleusercontent.com/p/AF1QipMQ4iivqDTQn0anb9JuKBypMjCgSnPnUJWF_s9Z=w447-h298-k-no,Can Tho
Muong Thanh Luxury Hotel,"Zone E1, Con, Can Tho",4.4,1800000,https://lh3.googleusercontent.com/p/AF1QipPZE8rGFGqIyYmDIdDmqvtIeSDcSGcesp4WHHxT=w447-h298-k-no,Can Tho
Sheraton Can Tho,"209 30 Thang 4 St., Xuan Khanh, Ninh Kieu, Can Tho",4.6,2500000,https://lh3.googleusercontent.com/p/AF1QipNJjaHeKDM7a6ziQVlIUOEVaEJ158kz6XpVdSys=w529-h298-k-no,Can Tho
Magnolia's Can Tho,"79 Chau Van Liem St., Tan An, Ninh Kieu, Can Tho",4.5,1600000,https://lh3.googleusercontent.com/p/AF1QipPmoGvqx50ikAwJSZLMgjMk2ANkBtBBMLRj58zV=w446-h298-k-no,Can Tho
Charmant Suites a Boutique Hotel Can Tho,"45 Ngo Quyen St., Ward, Ninh Kieu, Can Tho",4.5,1400000,https://lh3.googleusercontent.com/p/AF1QipPh4_Uy_MOpjw7e8P8vCKKAf90rhSU9JKU7Nu7m=w492-h298-k-no,Can Tho
Ninh Kieu 2 Hotel,"03 Hoa Binh St., Tan An, Ninh Kieu, Can Tho",4,1000000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEl-iRx4m2BfTAN6hi7x7mUV2J0hPLDc08LKyh_Dj4wSeXW0vANC5pjodpFrdCxM2Qirp2ylYMo0fQ-wNLdlaaqaWV1UTbJEowMKbQFS9NhO2noqcMX5_ripFNUoggXb8DWt7pCA=w436-h298-k-no,Can Tho
Van Phat Riverside,"2 Nguyen Van Cu St., Cai Khe, Ninh Kieu, Can Tho",4.4,1300000,https://lh3.googleusercontent.com/p/AF1QipMfyKFPCA68iOUopt2t6nWCfgbcwFlN4Zwr1Jrx=w510-h298-k-no,Can Tho
IRIS Hotel Can Tho,"IRIS Building, 224 30 Thang 4 St., Xuan Khanh, Ninh Kieu, Can Tho",4,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxoqm5I8Phcz_RaAyY5VNg_j_v1cpLc7kuNBG5ZGpO8zm3OC04rD8GuZemYo4O4afjViHm1IZ6m5ybt2TsoDqYDkhY235WNh43HhoYp7YPFgWGc05-n5U77wD7UHSpHi7SjSo=w298-h298-k-no,Can Tho
Asia Hotel Can Tho,"91 Chau Van Liem St., Tan An, Ninh Kieu, Can Tho",3.5,750000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEwtVXSAvnI_bP0Fr09FKCur4qM6bAzaxTiABkHwfqg2xOKjsHSxgzU-YrQFfE702vFq9zANrLdGo3UWkY_MDCfPfhz4G_7aLyvnXuPoiZRq0WFAQPcZ5jndPrIJQGM0SRPW6DhwhltbEp=w397-h298-k-no,Can Tho
Victoria Can Tho Resort,"Cai Khe, Ninh Kieu, Can Tho",4.7,2200000,https://lh3.googleusercontent.com/p/AF1QipMmkt9pOuKeahG4bVw5caWP_hGJmzDn8I1uvAwg=w447-h298-k-no,Can Tho
Con Khuong Resort,"99A Nguyen Huu Cau St., Con Khuong, Ninh Kieu, Can Tho",4.5,1500000,https://lh3.googleusercontent.com/p/AF1QipNiBlhOIC4N6PawuAa--WmjBSynsY5DOy6R32Tt=w446-h298-k-no,Can Tho
Aura Hotel,"79B Pham Ngoc Thach St., Cai Khe, Ninh Kieu, Can Tho",3.8,700000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzijau6bD_Z5aRtdUd6FhJapp8d_1LERsi6et5WJ3wlRJQoOIqzbcNBabu8Hv6JrLVGolga_UI4CsxE7ZREXZb2Y-TiqYBeLmMUTYMpAlNBrQDlRevCRJIOKpmvaQkD-0uFfy_a=w224-h298-k-no,Can Tho
Midmost Boutique Hostel,"12/3 Hoa Binh St., Tan An, Ninh Kieu, Can Tho",4.5,400000,https://lh3.googleusercontent.com/p/AF1QipO0YXz1KIOGOCUI46TRIvn8KUPgP8aSE0m2ZEwz=w224-h325-k-no,Can Tho
Lion 8 Hotel,"79B Pham Ngoc Thach St., Cai Khe, Ninh Kieu, Can Tho",4.5,900000,https://lh3.googleusercontent.com/p/AF1QipOPdJkE79lo4NaZ3_yuoTZw_vd0g7Q1cCLyox7J=w224-h298-k-no,Can Tho
Holiday 2 Hotel,"79 Pham Ngoc Thach St., Cai Khe, Ninh Kieu, Can Tho",4,800000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCCOElq5qGduo9uVJp6PZk5As-RdIOEcph5AdWcDJoMQdM28oEA7cDfXJDmnOT4775sxfOF2wWUdxwhCoeNJlvnOKyi1v4xG3EGhrHW_kyc0c2W5qUBGUypOmQKmAIjRZZJpYT=w224-h301-k-no,Can Tho
Ninh Kieu Fortuneland Hotel,"139A Tran Van Kheo, Cai Khe, Ninh Kieu, Can Tho",4.1,950000,https://lh3.googleusercontent.com/p/AF1QipPqaZy3zivDBgRXUyTRorO1fAbJK0t4_BRcOx43=w397-h298-k-no,Can Tho
Pandora Hotel Can Tho,"57 Nguyen Thi Tinh, Cai Khe, Binh Thuy, Can Tho",4.9,1300000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxRkzWyxhYxH4qMtGjFg_4kA51wu4sJSBB97ruyhmT2Me_4vAcN3YffF7BL_1oFrmzInzQx_fmPvF9ixRm8OkMuPrY5FlUGrHsIqaWANIX9-rhsLVxt3hOWm9kbxMjg3wpSRZSm7g=w224-h298-k-no,Can Tho
Holiday One Hotel,59-61-63-65 Pham Ngoc Thach,3.9,800000,https://lh3.googleusercontent.com/p/AF1QipM2SYNwoyBKiXy0wq881qGn-_4q-b5LijIMvpR_=w298-h298-k-no,Can Tho
Lion 3 Hotel,"14-16 Pham Ngoc Thach St., Cai Khe, Ninh Kieu, Can Tho",4.5,850000,https://lh3.googleusercontent.com/p/AF1QipP7eavmVVhajLS9zk72ichX-VaZntZwyWVd_ACs=w224-h351-k-no,Can Tho
Hoang Son Hotel Can Tho,"191A Tran Van Kheo, Cai Khe, Ninh Kieu, Can Tho",4,900000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbeBMkUa_A7ABuj7DSoCZFd35o3nwfgsWE8MBVGXxkUBCdQOoZKuFHvmH8wH0EX-GJBulCNFFGFPGm8ZUtsIigfaw6rsKBEb_dDL-Y4MBwy8ukWcT_lNnxhTovHlS3NAJh_euKbCRHtbM=w224-h298-k-no,Can Tho
Nam Bo Boutique Hotel & Restaurants,"1 Ngo Quyen St., Tan An, Ninh Kieu, Can Tho",4.2,950000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5gdFzmioPpRxm9QC8ZCBAzsl5Ta3Mhc4tkPzsYUVT47GlgyjqyXj-zuJUgsgbZLgnQxCq0ZkAmxgyUAfAHZVPAS4rLLlh3XUyjyOv0NVvGDionONfiW7ZpaipAq6eSK6w3u4E=w529-h298-k-no,Can Tho
Lion 6 Hotel,"180/9 558, Hung Loi, Ninh Kieu, Can Tho",4.9,950000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbjqA4wORvHUQTSMl_qFmYt8szXZD_9wjkqiE9oe9P6dQU_yaQ0SaSL4yTjRpJIRQp7Fg2x0uMw0LsHRAo7RlWIwOthykWiZbRbwMdZzuowX7xosxouZA9A0ApR5tAYPeH1j7R=w224-h298-k-no,Can Tho
Anh Dao Mekong Hotel,"85 Nguyen An Ninh St., Tan An, Ninh Kieu, Can Tho",3.9,800000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3bjXNpBeIin8CYVTbuuvGyWjIhS5VPRqNUDspc3Jl7A9UmMqg80-suYp34HcpmiSxmqVLDuU3sa9665mAJWJdN5O76CKiwfmCxFIAdXolSO9tjU97Jb_6CqpsCFqs22YrCyTH=w398-h298-k-no,Can Tho
Lion 9 Hotel,"6 Ly Tu Trong St., Thoi Binh, Ninh Kieu, Can Tho",4.9,1000000,https://lh3.googleusercontent.com/p/AF1QipO8fPhvpmyM8kwqistLQcQ8x01lhtBdN2z4J-2-=w224-h298-k-no,Can Tho
Henry Iris Hotel,"22B Le Thanh Ton St., Tan An, Ninh Kieu, Can Tho",4.2,850000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf6ZmqZ_fvt8SD7cbKc6k6HIDc44CG_s6hPsTUZGFTH7hMqbyQfD2yGHg-eS2RDFyhoHUK7nM2PnYSxf2cgwrsRy-OV7VRrS78-LT6-DqNc5woOgCMRdxYMHzFmVjVCwrmMfqI=w224-h398-k-no,Can Tho
Hotel Caravelle Can Tho 2,"248-250 A2 St., Hung Phu 1 Residential Area, Cai Rang, Can Tho",4.6,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycXDAU3YT20mdvrC8UtcD-I1Gwuf3Tru8UrbskSv6RwPe-Ot-zz5lZBpy8ySkdj1vPui8t0QWnMHjv_uB6k4dX6MsBsbwKNNtv4VDoSLXqq3KwneY-yN7iDJQVZN3G7G_XkO3G_XOW_4CZ=w224-h298-k-no,Can Tho
Lion 5 Hotel,"2-4 Hoang Van Thai St., Hung Phu, Cai Rang, Can Tho",4.9,1050000,https://lh3.googleusercontent.com/p/AF1QipMQw-lDesdB0e0mNDBpOlkc969KSm-BFopPtK7t=w224-h318-k-no,Can Tho
