name,address,ratings,price,image_url,Location
Hoi An Emotion Villa,"90 Tran Quang Khai, Cam Chau, Hoi An, Quang Nam",4.3,900000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxC-37tf7WERXU7-NxSAq6zHHmH9cK0AOfmbGc7rPCOKAgy9HfUvklh6YqzxqnpU8PFlBf31HlShA3625IBbgwgPwTnnBZ6_6-mKCRPO-b_W5OTLd9i6Qfg35YYfd2-oDNHKo-o=w397-h298-k-no,Hoi An
Hoian Central Hotel,"301 Nguyen Duy Hieu, Cam Chau, Hoi An, Quang Nam",4.8,1200000,https://lh3.googleusercontent.com/p/AF1QipM5ujNcSeiI5cyLj8Qa54UhKiSMBQTdWkfI8SKK=w446-h298-k-no,Hoi An
Hoi An Four Seasons Villa,"Opposite 63 Ly Thai To, Son Phong, Hoi An, Quang Nam",4.6,1100000,https://lh3.googleusercontent.com/p/AF1QipMu1uRg6F6yUnp9mKtPCOGO9OkSGnBqqwlcK5x5=w447-h298-k-no,Hoi An
La Siesta Hoi An Resort & Spa,"132 Hung Vuong, Hoi An Tay, Hoi An, Quang Nam",4.8,2000000,https://lh3.googleusercontent.com/p/AF1QipNYBCUINM6_hNLJHlhLmqO-HVYDilIPT9CJwXEs=w447-h298-k-no,Hoi An
RiverTown Hoi An Resort & Spa,"47 Thoai Ngoc Hau St., Hoi An, Quang Nam",4.8,1800000,https://lh3.googleusercontent.com/p/AF1QipN8_84Ov-JcwxpTgEWxdhxmdhuDmZ35zUi1BUxF=w446-h298-k-no,Hoi An
Hoi An Historic Hotel,"10 Tran Hung Dao, Son Phong, Hoi An, Quang Nam",4.4,1300000,https://lh3.googleusercontent.com/p/AF1QipMt6o-BInNzXBuQ2OOuYuIJpU0iIifKop_vAXK7=w447-h298-k-no,Hoi An
Hoi An Reverie Villas,"257 March 28, Thanh Ha, Hoi An, Quang Nam",4.1,1400000,https://lh3.googleusercontent.com/p/AF1QipP5nDQUI-FGQgVLyP3iM_5Yt7XgXR47WIUt2vSx=w482-h298-k-no,Hoi An
Gem Riverside Hotel ,"14 Luong Nhu Bich, Cam Nam, Hoi An, Quang Nam",4.5,1500000,https://lh3.googleusercontent.com/p/AF1QipPSvQ-FNC3tUq4HN7rNx0s0FvQf7UONiz3NJF6u=w508-h298-k-no,Hoi An
Wafaifo Resort Hoi An,"328 Ly Thuong Kiet, Tan An, Hoi An, Quang Nam",4.9,1900000,https://lh3.googleusercontent.com/p/AF1QipOIiCXF-1H3yuZCFM7BwKABDYes90JRlzyUidkT=w446-h298-k-no,Hoi An
Nature Resort  Hoi An,"Block A, Trang Keo 6, Cam Ha, Hoi An, Quang Nam",4.3,1600000,https://lh3.googleusercontent.com/p/AF1QipNzbRaXXZcvHvhBnTs7IeMcW-80qSidT6q7N3Nw=w446-h298-k-no,Hoi An
iHome Hoi An,"54 Nguyen Tri Phuong, Cam Nam, Hoi An, Quang Nam",4.6,1200000,https://lh3.googleusercontent.com/p/AF1QipPFQ9lXy_QtvvxSIbe4C5ITFI-W7b58Rd617rCX=w447-h298-k-no,Hoi An
Silk Sense Hoi An River Resort,"01 Dong Da, Cam An, Hoi An, Quang Nam",4.8,2200000,https://lh3.googleusercontent.com/p/AF1QipPaq3w5EGwiOTd0f5Kh_PCTaDZbDAf8Y4ryZpCQ=w465-h298-k-no,Hoi An
Hoi An Canal House,"30 Nguyen Du, Minh An Ward, Quang Nam",4.5,1400000,https://lh3.googleusercontent.com/p/AF1QipPSZrPqp1O5UxSDm4ZoZOIPB5Tps0SDDvECz1v8=w445-h298-k-no,Hoi An
Anantara Hoi An Resort,"1 Pham Hong Thai St., Cam Chau, Hoi An, Quang Nam",4.6,2500000,https://lh3.googleusercontent.com/p/AF1QipOSgNp21_3Y0XQAg_gH1gduVNYpG70uFqF4LMPc=w447-h298-k-no,Hoi An
Lantana Boutique Hoi An Hotel,"09 Thoai Ngoc Hau, Ward, Hoi An, Da Nang",4.5,1300000,https://lh3.googleusercontent.com/p/AF1QipNjX9PW0Nv0S4q-8f3qe2wmKP22BJCZBa1nWYxQ=w530-h298-k-no,Hoi An
Little Oasis ,"215 Le Thanh Tong, Cam Chau, Hoi An, Quang Nam",4.9,1700000,https://lh3.googleusercontent.com/p/AF1QipN9pffLkrAMb8sMoCy0qQ5c_Y_YHVUpq4_KUsCx=w447-h298-k-no,Hoi An
Hoi An Tomorrow Village Boutique Villa,"119 Nguyen Tri Phuong, Cam Nam, Hoi An, Quang Nam",3.8,1000000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHdMd_0-M8NntLnyF7t9nqL_CcurxWcKVKMxbW57z08gpM1HxqHsB9anGv4WJdS9XXTwyW_KNT4-Q8Z35HmJ2GqHP47zDPJNBXKdGooP69k2xchWay-dbCwAimltnIt86ttbJZwQ=w446-h298-k-no,Hoi An
Victoria Hoi An Beach Resort and Spa,"Beach, Au Co St., Hoi An, Da Nang",4.6,2400000,https://lh3.googleusercontent.com/p/AF1QipMplrKU9dAxKkc7yqAg-TEWX-uQrG-RS_XJ4L9W=w397-h298-k-no,Hoi An
Hoi An Beach Resort,"1 Cua Dai, Hoi An, Quang Nam",4.4,1800000,https://lh3.googleusercontent.com/p/AF1QipPlh3lwMU2rilYR2cS371SWwr_xJt64qwkEdQaY=w446-h298-k-no,Hoi An
La Charm Hoi An Hotel & Spa,"64 Dao Duy Tu, Cam Pho Ward, Hoi An, Quang Nam",4.8,1400000,https://lh3.googleusercontent.com/p/AF1QipNp7ACjnTC4n_GVslrhGbsNj-lXSsPvpLsr1PgP=w446-h298-k-no,Hoi An
TTC Hotel - Hoi An,"224-226 Ly Thai To, Hoi An Dong Ward, Hoi An, Da Nang",4.4,1100000,https://lh3.googleusercontent.com/p/AF1QipMZ4X40Z9PgWI4WjkRyZLas6QsYBnU9kfLa6sTp=w447-h298-k-no,Hoi An
Calla Hotel Hoi An,"98 Dao Duy Tu, Cam Pho Ward, Hoi An, Quang Nam",4.8,1200000,https://lh3.googleusercontent.com/p/AF1QipN2mhxNFa1bZDMQgxpSj6g8DskBH5cIKPBInUCp=w328-h298-k-no,Hoi An
Hoi An Corn Riverside Villa,"Luong Nhu Bich, Ha Trung Block, Hoi An City, Quang Nam",4.2,1000000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxv9trqHG8b1irap_cnNGmUZKDSrci6YeNa1qpI6SAkV-8y507OM72sm9-UqZbdWBjHRaovHXG-sPtQzPLEnDn8_IYqSZDIThtNkhsGc8G6FTA6DO7MDG3L8Co__cpHrJN2h1M=w397-h298-k-no,Hoi An
Hoi An Green Riverside Oasis Villa,"11 Tong Van Suong, Cam Thanh, Hoi An, Quang Nam",4.7,1350000,https://lh3.googleusercontent.com/p/AF1QipPu6MH0j5IVKXkAvIEEclbEtcgEIs_U-oKf7xk=w446-h298-k-no,Hoi An
KOI Hoi An Resort and Spa,"Cua Dai Beach, Au Co St., Hoi An, Quang Nam",4.4,1900000,https://lh3.googleusercontent.com/p/AF1QipPcDsk22_2OVbw09h-CDaNAgKrdfz0ySrggTQjE=w397-h298-k-no,Hoi An
Moodhoian Riverside Resort & Spa ,"Group 1 Vong Nhi Village, Cam Thanh, Hoi An, Quang Nam",4.9,2100000,https://lh3.googleusercontent.com/p/AF1QipMY45YZizl69c-_5LjLvdk2avJVcdIJQ2xsCRSZ=w446-h298-k-no,Hoi An
The Pearl Hoi An,"An Bang Beach, Cam An, Hoi An, Da Nang",4.3,1600000,https://lh3.googleusercontent.com/p/AF1QipPgDs0n26S80ozC7Dif5a_9l1cuzbQPvbuPw8dq=w529-h298-k-no,Hoi An
Emm Hotel Hoi An,"187 Ly Thuong Kiet, Minh An Ward, Hoi An, Da Nang",4.5,1500000,https://lh3.googleusercontent.com/p/AF1QipOWSbhN5Wu5L-IcnUeGmkRCEwA7nURaQ2o2DXkD=w447-h298-k-no,Hoi An
Bellerive Hoi An Hotel & Spa,"33 Le Dai Hanh, Cua Dai, Hoi An, Quang Nam",4.7,1700000,https://lh3.googleusercontent.com/p/AF1QipMWU6IRBaYKt5330NEQsO2TxJLRJCccZeqkT491=w446-h298-k-no,Hoi An
Laluna Hoi An Riverside Hotel & Spa,"12 Nguyen Du, Minh An Ward, Hoi An, Da Nang",4.6,1600000,https://lh3.googleusercontent.com/p/AF1QipNg7OdlxRb-oLOdJWCNWRxAUseDck5Rj4r6uLfq=w461-h298-k-no,Hoi An
Fivitel Hoi An Hotel,"207 Au Co, Cua Dai, Hoi An, Quang Nam",4.3,1400000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlYSHFMUb15R1vPYqvh0INTqisJZBHSyb-7rwgYAZ13Jz-q_yx2MLYprjHS2PfuVcwAMa_O9iWdn0EoYfG-F3-PMGJwkQyuPPxsKEIffSu1PXSPkOocPSLKUCbOIkHZ1UpANGy8rtCNeVZ=w224-h298-k-no,Hoi An
Hoian Royal Villa,"20 August 18, Cam Pho Ward, Hoi An, Quang Nam",,1300000,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHbHJg-51lzYY_gqcOmwCY7uhkzZUfEv5zjwhR6Jsr0vGWWqKoxWegSYO9dBvofmeQf8DR_uDdYfRa_Ur0H9ATol_v8MEdkV_j4Bj90L3AjJEpu0yUX5JACWJys1plavw6x_0j_c6X8-k7_JrLAIZ5K4seh-T_R95T614pubaifUr1U64MQHoCUgA=w32-h32-p-k-no,Hoi An
Hoian Central Boutique Hotel & Spa,"91 Hung Vuong, Cam Pho Ward, Hoi An, Quang Nam",,1250000,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFpdIGc5FrwV_rRRs2yAbSlqJrVJESsafkI9ld8kL3xkgFCm2MuodnAJj1h3RMJXAeftyUmEqfutbMImnOBR20JbclPdTiP9Y0IDn7SJvZ9IhgpxXgfHHmRlyGhm4Ohp1xJG8xji9BnVbnLjdW96t0mvBqRSmmXl1zefHG8ippkTepATzoOK4vseQ=w32-h32-p-k-no,Hoi An
Little Riverside Hoi An ,"09 Phan Boi Chau St., Cam Chau, Hoi An, Quang Nam",,1500000,https://lh3.googleusercontent.com/p/AF1QipOXWyf58Gdg3kp2J3QHdofKPmIbtgZxIRuY7S-T=w32-h32-p-k-no,Hoi An
Hoian Delicacy Hotel,"No. 116 Hung Vuong St., Hoi An, Quang Nam",,1100000,https://lh3.googleusercontent.com/p/AF1QipMFO-Z-1YLPVx2oV27_I4RfWZzocdFSZUd92tFT=w32-h32-p-k-no,Hoi An
Legacy Hoi An Resort,"Cam Thanh, Hoi An, Quang Nam",4.9,2200000,https://lh3.googleusercontent.com/p/AF1QipNj6BYRlbXNIiyf3jgZs-vw8z6156MpzC64wxGi=w503-h298-k-no,Hoi An
La An Old Town Hotel,"10 Luu Quy Ky, Minh An Ward, Hoi An, Quang Nam",,950000,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFP_R38z-nWSx3wrTv9bekFt5aGTYBVkQbHF-cVa8NqoQwqJPepoHw4_Z6pC2f-X7fZ-vS9UsZxCOkOwndQOWmX-RPHl84CDgtjoI8Xc_WtVn77lOKmv03_YLIYkW9D2X6P4xjx-WMggUFqIc9JKmNc1_qRCGUDEp-lmfjxzK6o_SA1m5BbWkMV=w32-h32-p-k-no,Hoi An
Hue Serene Palace Hotel,"21 Alley 42 Nguyen Cong Tru, Phu Hoi, Hue, Hue City",4.5,850000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcMQH1B2MrU9S8AaD42mGS83k9LDQYnKjZtrrlfNHu6kPsU-wDPZa7BBJemlwH3BNg9TQWBA-OOhciiO9ZKFHlesMI8fydFy9ro2XPqUdIigN4pu329cHGmZXKamTUZwJQIYw=w224-h348-k-no,Hue
La Paix Hue Riverside Villa,"Alley 139 Nguyen Sinh Cung, Vy Da, Hue, Hue City",4.6,1300000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYxY_ej498ma8Po0DljW8TGftfU0LfdT4PlZPtyaQLLndGvQlBbRtR_q_lv2wbrFWwxQvSiGULuOj6wHnYiFHyoK94g_7fX4sKV-o_rx9CGmJVub5sUUqcSytNBen4muPk3fo18Q=w397-h298-k-no,Hue
Melia Vinpearl Hue,"50A Hung Vuong, Phu Nhuan, Hue, Hue City",4.8,2200000,https://lh3.googleusercontent.com/p/AF1QipPhy7Oo00izna08LNMNhcllQDwpk_kTB3_yMT4j=w528-h298-k-no,Hue
Muong Thanh Holiday Hue Hotel,"38 Le Loi, Thuan Hoa Ward, Hue, Hue City",4.2,1400000,https://lh3.googleusercontent.com/p/AF1QipPpR_Nvz7ZZnefLZOEfoQsApbGtp6pI7DRy9B4v=w477-h298-k-no,Hue
Huong Giang Hotel Resort & Spa,"51 Le Loi, Thuan Hoa, Hue, Hue City",4.1,1600000,https://lh3.googleusercontent.com/p/AF1QipPrX0NjY-Wfe7QTBLijE2cl_emI0YMW2R7DB-DK=w491-h298-k-no,Hue
Moonlight Hotel Hue,"20 Pham Ngu Lao, Phu Hoi, Hue, Hue City",4.3,900000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGorJDkO1dMqxROu-30lSBlI7O4lLLeVttZfD8f1yPS_XUTAQLlgS62uLZERFE1tovtik5EtREptNZmHpPosy6DwH0-Hk39S1KvVDg5F5dWYKfQNVkY6avtXR2ONR_8g1OD7yN=w397-h298-k-no,Hue
Azerai La Residence Hue,"5 Le Loi St., Hue, Hue City",4.7,2500000,https://lh3.googleusercontent.com/p/AF1QipOzm-MSdoMAdtEV7pt6CkAJ_6bCH8Hy2_N3wgHl=w397-h298-k-no,Hue
White Lotus Hue Hotel,"05-07 Hoang Hoa Tham, Phu Nhuan, Hue, Hue City",,1100000,https://lh3.googleusercontent.com/p/AF1QipMMx-0tAgJgRKjsqUBMy7aBid5J41C0iXYtjeho=w32-h32-p-k-no,Hue
Villa Louise Beach Resort,"Beach, Road 49 B, Phu Thuan, Phu Vang, Hue City",4.2,1800000,https://lh3.googleusercontent.com/p/AF1QipPgOtYMamnHy5Yn7O4MpHb_dholiMLU74wxyDAK=w447-h298-k-no,Hue
TTC Imperial Hotel,"08 Hung Vuong, Phu Hoi, Hue, Hue City",4.6,1500000,https://lh3.googleusercontent.com/p/AF1QipPgASgxB09fwlPi4YOVJYJnRr5jS2__tUqbxlwK=w447-h298-k-no,Hue
Le Carre Hue Hotel,"44-54 Le Loi, Thuan Hoa Ward, Hue, Hue City",4.3,1300000,https://lh3.googleusercontent.com/p/AF1QipNiHL81RBFyuBfAWnLwBGjbyRXViSdLyQq620X0=w442-h298-k-no,Hue
Silk Path Grand Hue Hotel,"2 Le Loi, Vinh Ninh, Hue, Hue City",4.6,1700000,https://lh3.googleusercontent.com/p/AF1QipNJ1xaBLxIUC1O9JLaDWgGwJ1XLFTiNrnTW3PqS=w447-h298-k-no,Hue
Dragon Hotel,"19 Doi Cung, Phu Hoi, Hue, Hue City",4.8,1000000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfQ6Ss94lkAsiiP0Hbna8QuMccAAvLP1Uddv543EAIZspbof_Ei5sj6WtBrbBuVoyhST2krkkq0rlDX4znj3I9cSA6g9meClHZ9GvFP7nsU0mla4y0symmad3LrEB0pR0hrcAoGQD1Tzy5=w224-h298-k-no,Hue
Century Riverside Hotel Hue,"49 Le Loi, Phu Hoi, Hue, Hue City",3.9,1200000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNtjw7LjGw_1D8uBEk3J8r6NWybdU8bs7cTrAuPo6KCTleQ5GHPWHvDWX97SpM_0juRvupjS4u6tHXZ_1p0HrIqwdD4u4Kl1PT8LGQ5uFQTbfUfBQM-yx6d6i1KJWDriqo0L4w=w397-h298-k-no,Hue
Meta Luxury Hue,"13 Alley 34 Nguyen Tri Phuong, Phu Hoi, Hue, Hue City",5,1400000,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHApK1jRJDC75OJjtEBz1FLQfGtuJ0RmPIKoIm7HwGPT8Lxxn4MsEMlA1gW4Medu3eja6aVr0UPo8i4yqW6Tfmorts6g1UXdTL7Xi1ZEuzltCGeOotb9YmF13_dJhp-K1HmQ-Dh6xyl4iN-qU1IasAbGX7lB8d19OLP6JM8fNQzQbC2bBZo1IfA=w32-h32-p-k-no,Hue
Orchid Hotel,"30 Chu Van An, Phu Hoi, Hue, Hue City",4.3,950000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyucfZd13HEYBnPMmcBv3eSw6tAkv9Lswmd3Dsy1ICqUx-rgIAo5tu12M6t-5TJgR57lvEv3cj7eFMgjJ6aJ9q5nHFt8csnwhw5rwHbIg4Sid9LgoHB9DHgVuJofT4TIcOaofl8=w224-h298-k-no,Hue
The Scarlett Boutique Hotel Hue,"City, 17 Ben Nghe St., Hue, Hue City",4.8,1350000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwc-qP1ZSpl208ST-0xadYNAHp9_9w8fqEAxx-leYfH6fKHIjM3CGDO-I-8Bfz1GDgY9-H8LRU0WD1_NlpUKor6R8dSQr0jCLyBrq_IEzzWUw9IVSZHjokC0zrRxj4gRO8CKtg=w224-h369-k-no,Hue
Teky House Hue,"City, H31 Street No. 8, An Dong, Hue, Hue City",4.9,800000,https://lh3.googleusercontent.com/p/AF1QipNK4S7YmKD9GW_ttACX5DAbt456Ju0hjJOX7c-t=w446-h298-k-no,Hue
Eldora Hotel,"60 Ben Nghe, Phu Hoi, Hue, Hue City",4.4,1100000,https://lh3.googleusercontent.com/p/AF1QipMzq3uN-Y5L5lhjKgvF7N2uWi5tYtXco7TLKs7h=w386-h298-k-no,Hue
Thien An Hotel & Palace Hue,"Lot 12, Dong Nam Thuy An New Urban Area, Thuy Duong Ward, Huong Thuy, Hue City",4.2,1000000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6Vnx8wgMvjFhkTzUZa3tyzCRhmMrgaRMS4i-nDn_Ime6-Fs1ESPyk0Kd1YylM02Xn5vOPH9qITR_4BajzLi0qLQCsFCztKj944W82UWxrgCZqPn8869EoH7KvQ1P86IN75o4o=w397-h298-k-no,Hue
Timothy Homestay Hue,"34 Ngo Nhan Tinh, Phu Hiep, Hue, Hue City",4.7,700000,https://lh3.googleusercontent.com/p/AF1QipMhMUUjmD5yPXOT5BXFjnKdJO9vup10vZgwlQvA=w528-h298-k-no,Hue
La Vela Hue Hotel,"17 Street No. 22 Dong Nam Thuy An New Urban Area, Huong Thuy, Hue City",4.7,1500000,https://lh3.googleusercontent.com/p/AF1QipPIBWxpAd6lXPL_1B08hxwmWIqHmxlz6LbA561k=w448-h298-k-no,Hue
Nice Hue Hotel,"27 Hai Ba Trung, Vinh Ninh, Hue, Hue City",4.3,900000,https://lh3.googleusercontent.com/p/AF1QipOd2hsJPXAQVxy0KTiH2Mntn2y20NkqMWMMoKFl=w397-h298-k-no,Hue
Millennium Hue Hotel,"86 Le Loi, Phu Hoi, Hue, Hue City",4.5,1250000,https://lh3.googleusercontent.com/p/AF1QipM03jFwWX0cJM1TZgTJeplQsEXtR4q_OCjtTbMk=w224-h326-k-no,Hue
Trang An Spring Garden Homestay,"479 B, Ninh Hoa, Hoa Lu, Ninh Binh",4.6,600000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHQyuhze6bOUZXltDBfwLS4PA988cSGh-U4h2RoALRmcsGynzP3pyRhcl_SXDocNOvh-hFoNRZ8iYJeE2ROfKmaX2jnwLRCVgeEx_R_qozJF4qrcHoC4Mnw8xyCDfjGHLKKKvp=w501-h298-k-no,Ninh Binh
The Reed Hotel Ninh Binh,"Dinh Dien St., Dong Thanh, Hoa Lu, Ninh Binh",4.4,1200000,https://lh3.googleusercontent.com/p/AF1QipM5e_YXD9t8U-xsVCxIBT63Y-TYpkEVd_On4BHx=w446-h298-k-no,Ninh Binh
Lalita Boutique Hotel & Spa Ninh Binh,"Ninh Hai, Hoa Lu District, Ninh Binh",4.9,1500000,https://lh3.googleusercontent.com/p/AF1QipOZcUN0W6bKc-0FrAlgAP4PxWRtF7fOQsTebZeQ=w529-h298-k-no,Ninh Binh
Momali Hotel,"02 Ly Thuong Kiet, Nam Binh, Ninh Binh",4.4,900000,https://lh3.googleusercontent.com/p/AF1QipPlEXfVGy8STtVsIJ7IkA-lcpgdkMAiuAnU9jXQ=w447-h298-k-no,Ninh Binh
Ninh Binh Hidden Charm Hotel & Resort,"No. 9, Tam Coc - Bich Dong Tourist Center, Hoa Lu, Ninh Binh",4.4,1400000,https://lh3.googleusercontent.com/p/AF1QipPVE4nDXVlIgdbpYAcBGODHIWXpJPficPVYPYxt=w476-h298-k-no,Ninh Binh
Milan Hotel Ninh Binh,"33 Tran Hung Dao, Dong Thanh, Ninh Binh",4.7,950000,https://lh3.googleusercontent.com/p/AF1QipONZM7_OaSBiJ58u0PLXFSscnAKA3sQApOQzvCr=w224-h373-k-no,Ninh Binh
Ninh Binh Legend Hotel,"177 Le Thai To St., Xuan Thanh Urban Area, Ward, Hoa Lu, Ninh Binh",4.4,1100000,https://lh3.googleusercontent.com/p/AF1QipNcbxzBNw5fSMyAW970AP1dMdFmQAuds50IwUAw=w447-h298-k-no,Ninh Binh
Hoa Lu Hotel,"1 Tran Hung Dao, Dong Thanh, Ninh Binh",4.1,850000,https://lh3.googleusercontent.com/p/AF1QipMa-BMdYBdTKUO2yRno_lZ7oMSR6ZcHK0KwGeQT=w447-h298-k-no,Ninh Binh
Lotus Hotel Ninh Binh,"Hanh Cung Village, Ninh Hai, Hoa Lu, Ninh Binh",4.9,1300000,https://lh3.googleusercontent.com/p/AF1QipOdILcePbyso5347evDTDkgbeS1j-E_tQgwC8E0=w446-h298-k-no,Ninh Binh
The Vissai Hotel,"848 Tran Hung Dao, Tan Thanh, Ninh Binh",4.1,1000000,https://lh3.googleusercontent.com/p/AF1QipPomYnixAc0OMlzdQ3s4TvB9VV_fZLAiQZ7sPoh=w397-h298-k-no,Ninh Binh
An Riverside Ecolodge ,"479 B, Truong Yen, Hoa Lu, Ninh Binh",4.9,1200000,https://lh3.googleusercontent.com/p/AF1QipN21ou04U3OvGWGmM2MPFyjEr1YOtotDhz7Qhbv=w397-h298-k-no,Ninh Binh
Aravinda Resort ,"Hai Nham Village, Hoa Lu District, Ninh Binh",4.3,1600000,https://lh3.googleusercontent.com/p/AF1QipOfzOD5iQnK639bDCwK6hiDEhFYeJgHy1qPcffg=w335-h298-k-no,Ninh Binh
Scenic Mountain Ecolodge ,"Khe Ha, Hoa Lu District, Ninh Binh",4.8,1100000,https://lh3.googleusercontent.com/p/AF1QipORW_hEOEfOjJEuqhX0u6UNWFeESId_7yY0Sr3-=w447-h298-k-no,Ninh Binh
Trang An Flower Hotel,"Alley 50 Dinh Tat Mien, Tan Thanh, Ninh Binh",4.7,800000,https://lh3.googleusercontent.com/p/AF1QipP47o30p6qIQVbcGr8FTmrBhAi3vwkmz9ZTdmTs=w224-h298-k-no,Ninh Binh
Rio Hotel ,"Thanh Cong/68 Ky Lan St., Tan Thanh, Ninh Binh",4.3,850000,https://lh3.googleusercontent.com/p/AF1QipNP-BnqDJM_B4e4JhdiTmy7avea_zcia0CTIvsl=w231-h298-k-no,Ninh Binh
D.Residence Hotel ,"168 Xuan Thanh, Ward, Hoa Lu, Ninh Binh",4.8,1250000,https://lh3.googleusercontent.com/p/AF1QipNZ7lGmrI4suI0YwtCtdPj5l1fpXI0D_S9qEEXF=w397-h298-k-no,Ninh Binh
The Vancouver Hotel ,"Alley 75 Luong Van Tuy, Tan Thanh, Ninh Binh",4.6,1100000,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhYpVkfinaTvXz0Rh2J-mVl9HicMLAOP-dwRgarmByGuu9MUCy2bFwqy2Usili6WTKj0WAkK6QEELhygr9CJdE6G0SshTbCmV6K-NEENQaeXV7wLZ9s7QG5MIPmm6287oPiAWQ=w397-h298-k-no,Ninh Binh
Ninh Binh Tulip Hotel & Restaurant,"Dinh Tien Hoang, Ninh Khanh, Ninh Binh",4.1,750000,https://lh3.googleusercontent.com/p/AF1QipPxY57sDHXNZY3dDBULQiUL_7O_Bc86C5709cfN=w447-h298-k-no,Ninh Binh
Kana Boutique Hotel ,"93 Tran Hung Dao, Ninh Khanh, Ninh Binh",,900000,https://lh3.googleusercontent.com/p/AF1QipNICBsD4RKsoM6ffr-c-4gOBtwbLOGZLXw2Dh7a=w32-h32-p-k-no,Ninh Binh
Indochine Boutique Hotel ,"Hai Nham, Hoa Lu District, Ninh Binh",4.7,1200000,https://lh3.googleusercontent.com/p/AF1QipPMbHRg8mszSTU98eXIR9QYAm0CeAQnk7p3s-fN=w530-h298-k-no,Ninh Binh
The Goat Boutique Resort ,"Dai Ang Village, Commune, Ninh Hoa, Hoa Lu, Ninh Binh",4.7,1400000,https://lh3.googleusercontent.com/p/AF1QipNRkPminbOqL39u4vLtBNERKlPlpv0xIpCyudX9=w446-h298-k-no,Ninh Binh
SoNa Resort ,"Trang An, Dong Thanh, Ninh Binh",4.3,1300000,https://lh3.googleusercontent.com/p/AF1QipPe9DgCKqra6ucEdLEU0qvyvwl1P6C5F5S9VO1T=w446-h298-k-no,Ninh Binh
The Sun Hotel ,"195 Xuan Thanh, Tan Thanh, Ninh Binh",4.7,950000,https://lh3.googleusercontent.com/p/AF1QipNoTSNvFnVhQM2F-D0oTRFAPuC0qQzuU9vdy1Xd=w397-h298-k-no,Ninh Binh
Moma Paris Hotel,"55/4 Ton Duc Thang St., Dong Thanh, Ninh Binh",4.6,1050000,https://lh3.googleusercontent.com/p/AF1QipNcgSLppZTXMAY9dvnjZN9hcjk1JxfykCORq2q8=w224-h298-k-no,Ninh Binh
Tam Coc Garden Resort,"Hai Nham Village, Hoa Lu District, Ninh Binh",4.7,1500000,https://lh3.googleusercontent.com/p/AF1QipPgGZIb2_v-Ea8UrhvflrDKIEVGrRiS_xljm9f8=w446-h298-k-no,Ninh Binh
Sunny Garden Riverside Hotel ,"478 Nguyen Hue, Doan Ket St., Ninh Binh",4.4,850000,https://lh3.googleusercontent.com/p/AF1QipMR4Vm1yT83RErODKFMuMgi6E2_sBoKSTLvCLkY=w397-h298-k-no,Ninh Binh
Amazing Garden Ninh Binh,"Hang Mua, Ninh Nhat, Hoa Lu, Ninh Binh",4.9,1100000,https://lh3.googleusercontent.com/p/AF1QipPgYFUfULyMEijwRg7ABp_5lDxoKTOriv3lPKsk=w224-h298-k-no,Ninh Binh
Ninh Binh Royal Homestay,"Village, Khe Ha, Hoa Lu, Ninh Binh",5,700000,https://lh3.googleusercontent.com/p/AF1QipNMVF3ICTdxfm9slOd1FhpldWlk6Z_DBYFjHC_M=w397-h298-k-no,Ninh Binh
Cat Ba Rustic Homestay,"DT356, Xuan Dam, Cat Hai, Hai Phong",4.8,650000,https://lh3.googleusercontent.com/p/AF1QipMiV6TkIivOlH0wPlPMtc0KoVMVRRUIIeXqbOYM=w397-h298-k-no,Quang Ninh
Muong Thanh Hotel,"Zone 1, Zone 2, Ha Long, Quang Ninh",4.3,1250000,https://lh3.googleusercontent.com/p/AF1QipNUhGozjMVYwcfL91jiAf29B0_SEpaZvHzcxEIu=w447-h298-k-no,Quang Ninh
Central Luxury Ha Long Hotel,"Lot H29 Da Giac 4 Area, Hung Thang, Ha Long, Quang Ninh",4.5,1600000,https://lh3.googleusercontent.com/p/AF1QipMTiPpIR8jRUTetgtG1VdVvKhuTD8wi1LxV0baP=w529-h298-k-no,Quang Ninh
Halong Lavender Hotel,"Sun Plaza Grand World Area, Unit E389, Ha Long, Quang Ninh",4.7,850000,https://lh3.googleusercontent.com/p/AF1QipMMUTFKPfo4ZZ4GYKze8Anb3iSFaQV5hBCMHA8=w397-h298-k-no,Quang Ninh
